"","participant_id","topic_id","url","timestamp","timestamp_original"
"104","P12","132","http://www.naturalayurvedictreatment.com/how-to-manage-common-cold-at-home/",2026-03-16 16:18:05.195385,1773677885.19538
"105","P14","111","https://www.drugs.com/pregnancy/zinc-sulfate.html",2026-03-21 12:40:40.848306,1774096840.84831
"106","P14","111","https://www.drugs.com/mtm/zinc-sulfate.html",2026-03-21 12:41:45.254095,1774096905.2541
"107","P14","111","https://vitamins.lovetoknow.com/Zinc_Sulfate_Supplements",2026-03-21 12:42:18.743977,1774096938.74398
"108","P14","111","https://www.emedicinehealth.com/drug-zinc_sulfate/article_em.htm",2026-03-21 12:42:51.378523,1774096971.37852
"109","P14","111","https://www.emedicinehealth.com/drug-zinc_sulfate/article_em.htm",2026-03-21 12:44:12.250839,1774097052.25084
"110","P14","111","https://www.rxmed.com/b.main/b2.pharmaceutical/b2.1.monographs/cps-_monographs/CPS-_(General_Monographs-_L)/LEVSIN.html",2026-03-21 12:44:26.003443,1774097066.00344
"111","P14","112","https://health.howstuffworks.com/wellness/natural-medicine/alternative/evening-primrose-oil1.htm",2026-03-21 12:45:47.943703,1774097147.9437
"112","P14","112","https://odiele.com/pages/evening-primrose",2026-03-21 12:46:26.672398,1774097186.6724
"113","P14","112","https://www.organicfacts.net/health-benefits/oils/evening-primrose-oil.html",2026-03-21 12:46:57.710899,1774097217.7109
"114","P14","117","http://www.greenmedinfo.com/substance/milk-fermented",2026-03-21 12:47:54.988286,1774097274.98829
"115","P14","117","http://www.greenmedinfo.com/substance/milk-fermented",2026-03-21 12:48:07.359029,1774097287.35903
"116","P14","117","https://www.oatext.com/Fermented-milk-derives-bioactive-peptides-with-antihypertensive-effects.php",2026-03-21 12:48:09.8301,1774097289.8301
"117","P14","117","http://www.greenmedinfo.com/article/ingestion-milk-fermented-l-helveticus-compared-placebo-12-weeks-lowered-heart-",2026-03-21 12:48:49.120748,1774097329.12075
"118","P14","117","https://www.express.co.uk/life-style/health/1038396/heart-attack-prevent-fermented-dairy-products-symptoms-signs?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+daily-express-life-and-style-health-news+%28Daily+Express+%3A%3A+Life+%26+Style+Health+Feed%29",2026-03-21 12:49:10.133216,1774097350.13322
"119","P14","117","https://medicalxpress.com/news/2018-10-fermented-dairy-products-heart.html",2026-03-21 12:49:29.610261,1774097369.61026
"120","P14","117","https://www.feedstuffs.com/story-fermented-milk-products-may-anti-hypertensive-effects-61-141733",2026-03-21 12:49:51.57756,1774097391.57756
"121","P14","132","https://www.epainassist.com/articles/wonders-of-steam-inhalation",2026-03-21 12:50:31.748735,1774097431.74873
"122","P14","132","https://www.healthline.com/health/steam-inhalation",2026-03-21 12:51:25.932229,1774097485.93223
"123","P14","132","http://untrainedhousewife.com/how-to-do-a-steam-inhalation-with-essential-oils",2026-03-21 12:51:34.461438,1774097494.46144
"124","P14","132","https://topwellnesslife.com/1374-2",2026-03-21 12:52:08.795887,1774097528.79589
"125","P14","132","http://www.medicinesjournal.com/archives/2017/vol2/issue2/2-3-13",2026-03-21 12:53:08.465346,1774097588.46535
"126","P14","132","http://www.naturalayurvedictreatment.com/how-to-manage-common-cold-at-home/",2026-03-21 12:53:32.155848,1774097612.15585
"127","P14","132","https://www.medicalnewstoday.com/articles/316302.php?sr",2026-03-21 12:54:05.809028,1774097645.80903
"128","P14","132","https://www.medicalnewstoday.com/articles/166606.php",2026-03-21 12:54:23.844393,1774097663.84439
"129","P14","132","https://www.cochrane.org/CD001728/ARI_heated-humidified-air-common-cold",2026-03-21 12:54:34.726666,1774097674.72667
"130","P14","132","http://www.cmaj.ca/content/188/13/940.full",2026-03-21 12:55:00.050851,1774097700.05085
"131","P15","111","https://healthjade.com/zinc/",2026-03-21 22:23:02.555802,1774131782.5558
"132","P15","111","https://www.livestrong.com/article/523282-the-benefits-of-magnesium-citrate-supplements/",2026-03-21 22:23:41.637707,1774131821.63771
"133","P15","111","https://selfhacked.com/blog/literally-everything-wanted-know-zinc-backed-science/",2026-03-21 22:24:08.803954,1774131848.80395
"134","P15","112","http://www.greenfootsteps.com/what-is-evening-primrose-oil.html",2026-03-21 22:25:00.694808,1774131900.69481
"135","P15","112","https://mariadorfner.wordpress.com/tag/eczema/",2026-03-21 22:25:18.805172,1774131918.80517
"136","P15","112","https://www.healthline.com/health/atopic-dermatitis/severe-eczema-treatments",2026-03-21 22:26:02.218688,1774131962.21869
"137","P15","112","http://www.safesupplements.co.uk/how-can-evening-primrose-oil-benefit-skin.html",2026-03-21 22:26:22.270819,1774131982.27082
"138","P15","117","http://www.greenmedinfo.com/substance/milk-fermented",2026-03-21 22:26:53.826298,1774132013.8263
"139","P15","117","http://www.greenmedinfo.com/article/ingestion-milk-fermented-l-helveticus-compared-placebo-12-weeks-lowered-heart-",2026-03-21 22:28:25.530142,1774132105.53014
"140","P15","117","http://www.health.am/hypertension/more/fermented_milk_drink_reduces_high_blood_pressure/index.xml",2026-03-21 22:28:46.573298,1774132126.5733
"141","P15","132","https://www.epainassist.com/articles/wonders-of-steam-inhalation",2026-03-21 22:29:32.229594,1774132172.22959
"142","P15","132","http://www.medicinesjournal.com/archives/2017/vol2/issue2/2-3-13",2026-03-21 22:29:58.627666,1774132198.62767
"143","P16","111","https://www.babycenter.com/0_zinc-in-your-pregnancy-diet_673.bc",2026-03-19 12:41:17.37458,1773924077.37458
"144","P16","111","https://www.drugs.com/pregnancy/zinc-sulfate.html",2026-03-19 12:44:46.552996,1773924286.553
"145","P16","111","https://www.drugs.com/pregnancy/zinc-sulfate.html",2026-03-19 12:45:49.383276,1773924349.38328
"146","P16","111","https://natural-fertility-info.com/supplement-alert-think-zinc-for-fertility.html",2026-03-19 12:47:05.69768,1773924425.69768
"147","P16","111","http://www.dissertation.com/books/1599426951",2026-03-19 12:47:53.138052,1773924473.13805
"148","P16","111","https://engineeringevil.com/2012/10/08/zinc-supplements-during-pregnancy-may-counteract-damage-from-early-alcohol-exposure/",2026-03-19 12:48:15.006606,1773924495.00661
"149","P16","112","https://mariadorfner.wordpress.com/tag/eczema/",2026-03-19 12:49:09.823756,1773924549.82376
"150","P16","112","https://www.slickwellness.com/evening-primrose-oil/",2026-03-19 12:49:42.451124,1773924582.45112
"151","P16","112","https://wholehealthchicago.com/2009/05/12/evening-primrose-oil/",2026-03-19 12:50:26.1296,1773924626.1296
"152","P16","112","https://bioethicsireland.ie/altmed/herbs/herbse/evenprim/",2026-03-19 12:51:11.027269,1773924671.02727
"153","P16","112","https://nccih.nih.gov/health/eveningprimrose",2026-03-19 12:51:52.346893,1773924712.34689
"154","P16","117","http://www.health.am/hypertension/more/fermented_milk_drink_reduces_high_blood_pressure/index.xml",2026-03-19 12:54:15.352589,1773924855.35259
"155","P16","117","https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/high-blood-pressurelowering-and-vasoprotective-effects-of-milk-products-in-experimental-hypertension/E86EC21D42843D816357AF628837B322",2026-03-19 12:55:10.133567,1773924910.13357
"156","P16","117","http://www.health.am/hypertension/more/fermented_milk_drink_reduces_high_blood_pressure/index.xml",2026-03-19 12:55:48.012835,1773924948.01284
"157","P16","132","https://www.epainassist.com/articles/wonders-of-steam-inhalation",2026-03-19 12:56:54.103044,1773925014.10304
"158","P16","132","http://www.medicinesjournal.com/archives/2017/vol2/issue2/2-3-13",2026-03-19 12:58:44.297304,1773925124.2973
"159","P16","132","http://www.cmaj.ca/node/34774.full.print",2026-03-19 12:59:16.819628,1773925156.81963
"160","P16","132","http://www.cmaj.ca/node/34774.full.print",2026-03-19 12:59:23.429734,1773925163.42973
"161","P16","132","http://www.cmaj.ca/content/188/13/940.full",2026-03-19 12:59:32.860522,1773925172.86052
"162","P16","132","https://www.healthline.com/health/steam-inhalation",2026-03-19 13:00:10.878101,1773925210.8781
"163","P17","111","https://www.babycenter.com/0_zinc-in-your-pregnancy-diet_673.bc",2026-03-16 18:35:13.329748,1773686113.32975
"164","P17","111","https://healthjade.com/zinc/",2026-03-16 18:38:59.001302,1773686339.0013
"165","P17","112","https://nccih.nih.gov/health/eveningprimrose",2026-03-16 18:42:12.808424,1773686532.80842
"166","P17","117","https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/high-blood-pressurelowering-and-vasoprotective-effects-of-milk-products-in-experimental-hypertension/E86EC21D42843D816357AF628837B322",2026-03-16 18:45:28.565058,1773686728.56506
"167","P17","117","https://my.clevelandclinic.org/health/articles/4249-hypertension-and-nutrition",2026-03-16 18:45:56.97357,1773686756.97357
"168","P17","117","http://www.health.am/hypertension/more/fermented_milk_drink_reduces_high_blood_pressure/index.xml",2026-03-16 18:46:41.972256,1773686801.97226
"169","P17","132","https://www.healthinfo.org.nz/Colds-in-adults.htm",2026-03-16 18:50:26.592565,1773687026.59256
"170","P17","132","https://www.healthline.com/health/steam-inhalation",2026-03-16 18:51:16.683589,1773687076.68359
"171","P17","132","https://www.healthline.com/health/steam-inhalation",2026-03-16 18:52:55.412802,1773687175.4128
"172","P20","111","http://www.dissertation.com/books/1599426951",2026-03-20 10:36:10.529607,1774002970.52961
"173","P20","111","https://healthjade.com/zinc/",2026-03-20 10:36:33.207353,1774002993.20735
"174","P20","111","https://www.babymed.com/tag/pregnancy-supplements",2026-03-20 10:36:42.957884,1774003002.95788
"175","P20","111","https://link.springer.com/article/10.1186%2Fs12884-019-2258-y",2026-03-20 10:36:47.111322,1774003007.11132
"176","P20","111","https://rd.springer.com/article/10.1186%2Fs12884-019-2258-y",2026-03-20 10:37:21.060376,1774003041.06038
"177","P20","111","http://www.omjournal.org/articleDetails.aspx?coType=1&aId=501",2026-03-20 10:37:53.923098,1774003073.9231
"178","P20","111","https://www.drugs.com/pregnancy/zinc-sulfate.html",2026-03-20 10:38:08.32361,1774003088.32361
"179","P20","112","http://www.minddisorders.com/Del-Fi/Evening-primrose-oil.html",2026-03-20 10:39:29.689739,1774003169.68974
"180","P20","112","https://elmaskincare.com/h_menu/evening_primrose_oil.htm",2026-03-20 10:40:15.387694,1774003215.38769
"181","P20","112","https://www.medicalnewstoday.com/articles/323216.php",2026-03-20 10:40:22.098227,1774003222.09823
"182","P20","112","http://www.herbs-info.com/evening-primrose.html",2026-03-20 10:40:53.219196,1774003253.2192
"183","P20","117","https://www.oatext.com/Fermented-milk-derives-bioactive-peptides-with-antihypertensive-effects.php",2026-03-20 10:42:04.084571,1774003324.08457
"184","P20","117","https://www.feedstuffs.com/story-fermented-milk-products-may-anti-hypertensive-effects-61-141733",2026-03-20 10:42:54.37228,1774003374.37228
"185","P20","117","https://editorial.uni-plovdiv.bg/index.php/JBB/article/view/156",2026-03-20 10:43:34.810422,1774003414.81042
"186","P20","117","https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/high-blood-pressurelowering-and-vasoprotective-effects-of-milk-products-in-experimental-hypertension/E86EC21D42843D816357AF628837B322",2026-03-20 10:43:59.854491,1774003439.85449
"187","P20","132","http://www.medicinesjournal.com/archives/2017/vol2/issue2/2-3-13",2026-03-20 10:44:40.404684,1774003480.40468
"188","P20","132","https://www.medicalnewstoday.com/articles/166606.php?sr",2026-03-20 10:45:08.384415,1774003508.38442
"189","P20","132","https://www.cochrane.org/CD001728/ARI_heated-humidified-air-common-cold",2026-03-20 10:45:27.007009,1774003527.00701
"190","P20","132","https://www.healthline.com/nutrition/can-fasting-fight-the-flu-or-cold",2026-03-20 10:45:50.17896,1774003550.17896
"191","P20","132","http://www.cmaj.ca/content/188/13/940.full",2026-03-20 10:45:55.394311,1774003555.39431
